transaction_id,user_id,amount,timestamp,location,device_type,merchant_category,is_fraud
TXN_007342,USR_0488,16.79,2026-03-30 21:19:35,"Paris, FR",Desktop,Retail,0
TXN_010875,USR_0078,14.44,2026-03-29 05:32:03,"Paris, FR",Mobile,Grocery,0
TXN_003708,USR_0083,20.7,2026-01-02 04:52:50,"Tokyo, JP",Desktop,Retail,0
TXN_005471,USR_0224,7.69,2026-03-05 18:03:19,"Tokyo, JP",Mobile,Electronics,0
TXN_000701,USR_0487,14.36,2026-02-27 14:11:10,"London, UK",Mobile,Retail,0
TXN_008558,USR_0360,67.78,2026-03-06 11:19:23,"Tokyo, JP",Desktop,Retail,0
TXN_011716,USR_0186,3622.25,2026-03-07 01:22:06,"Lagos, NG",ATM,Gaming,1
TXN_001609,USR_0024,18.03,2026-03-27 18:56:28,"Tokyo, JP",POS,Grocery,0
TXN_005864,USR_0024,460.53,2026-03-04 12:03:29,"London, UK",Mobile,Travel,0
TXN_000430,USR_0448,88.47,2026-01-11 15:33:28,Online,POS,Grocery,0
TXN_004024,USR_0279,55.49,2026-02-23 08:22:15,"London, UK",POS,Electronics,0
TXN_006689,USR_0331,379.89,2026-03-04 08:57:35,"New York, US",Desktop,Retail,0
TXN_004101,USR_0079,15.26,2026-03-28 01:30:40,"London, UK",Desktop,Travel,0
TXN_008876,USR_0082,12.14,2026-03-07 07:10:32,"Tokyo, JP",Mobile,Retail,0
TXN_008515,USR_0367,54.2,2026-03-10 21:53:33,Online,Mobile,Grocery,0
TXN_009650,USR_0296,33.5,2026-01-23 07:26:11,Online,POS,Retail,0
TXN_002271,USR_0474,10.47,2026-03-26 17:58:56,"New York, US",Mobile,Retail,0
TXN_007693,USR_0488,43.9,2026-01-25 11:40:42,"New York, US",Mobile,Grocery,0
TXN_000071,USR_0187,27.32,2026-01-06 07:57:22,"London, UK",POS,Retail,0
TXN_005721,USR_0133,44.33,2026-01-17 13:45:38,"London, UK",Desktop,Retail,0
TXN_010748,USR_0234,40.63,2026-02-15 05:29:44,Online,Desktop,Retail,0
TXN_010153,USR_0159,37.81,2026-03-10 16:48:25,"Paris, FR",Mobile,Grocery,0
TXN_011958,USR_0334,499.99,2026-02-13 04:44:00,"Sydney, AU",ATM,Electronics,1
TXN_009138,USR_0283,28.51,2026-01-01 22:31:12,"London, UK",Desktop,Grocery,0
TXN_002020,USR_0061,9.08,2026-03-31 10:45:09,"Paris, FR",POS,Grocery,0
TXN_009837,USR_0324,57.64,2026-02-02 19:44:55,"Paris, FR",Mobile,Grocery,0
TXN_011352,USR_0341,219.79,2026-03-04 17:28:19,"Paris, FR",Desktop,Retail,0
TXN_006703,USR_0305,249.08,2026-03-07 09:23:48,Online,POS,Retail,0
TXN_004030,USR_0414,53.29,2026-02-18 13:17:18,Online,POS,Retail,0
TXN_007760,USR_0433,143.08,2026-03-10 13:58:27,"New York, US",POS,Grocery,0
TXN_011691,USR_0036,1879.47,2026-03-20 02:28:48,"Lagos, NG",Mobile,Wire_Transfer,1
TXN_008484,USR_0108,29.9,2026-01-24 17:02:12,"New York, US",Desktop,Grocery,0
TXN_003859,USR_0481,215.09,2026-01-05 09:56:13,"Paris, FR",Mobile,Travel,0
TXN_000745,USR_0191,43.27,2026-02-03 17:37:18,"Paris, FR",Mobile,Retail,0
TXN_001384,USR_0387,131.82,2026-01-13 09:50:07,Online,Mobile,Travel,0
TXN_005644,USR_0405,7.85,2026-01-30 17:31:21,"Tokyo, JP",Mobile,Retail,0
TXN_008686,USR_0237,217.85,2026-02-19 21:33:50,"London, UK",Desktop,Electronics,0
TXN_010614,USR_0271,32.49,2026-02-03 11:26:53,"Paris, FR",POS,Grocery,0
TXN_000150,USR_0392,17.23,2026-02-23 16:38:38,Online,Mobile,Travel,0
TXN_011880,USR_0421,3285.22,2026-02-27 02:01:02,Online,ATM,Gaming,1
TXN_000812,USR_0259,288.59,2026-02-19 21:26:38,"London, UK",Desktop,Retail,0
TXN_005901,USR_0053,4.99,2026-03-06 10:24:52,Online,Mobile,Grocery,0
TXN_004329,USR_0099,92.91,2026-03-07 00:52:40,"Paris, FR",Mobile,Retail,0
TXN_006374,USR_0252,137.33,2026-03-11 08:34:56,"Paris, FR",Mobile,Travel,0
TXN_003996,USR_0471,5.02,2026-03-07 22:01:40,"New York, US",POS,Grocery,0
TXN_004383,USR_0495,8.67,2026-03-09 20:26:20,"Tokyo, JP",Desktop,Retail,0
TXN_001731,USR_0444,7.28,2026-02-20 13:24:13,"Paris, FR",Mobile,Travel,0
TXN_004360,USR_0423,133.21,2026-01-29 13:48:19,"Tokyo, JP",Mobile,Retail,0
TXN_005028,USR_0308,9.87,2026-02-18 08:26:26,"Paris, FR",Mobile,Grocery,0
TXN_001794,USR_0217,23.79,2026-03-06 11:39:47,"Paris, FR",Mobile,Retail,0
TXN_009080,USR_0236,40.49,2026-03-26 14:53:36,"Paris, FR",Desktop,Travel,0
TXN_005467,USR_0132,50.33,2026-03-09 05:07:32,"Paris, FR",Desktop,Retail,0
TXN_011128,USR_0088,18.38,2026-02-22 11:19:28,"London, UK",Desktop,Electronics,0
TXN_008487,USR_0349,23.53,2026-03-10 15:14:12,"London, UK",Mobile,Electronics,0
TXN_001122,USR_0414,22.45,2026-01-01 16:38:56,"Paris, FR",Mobile,Retail,0
TXN_004619,USR_0185,19.95,2026-02-25 11:12:11,"New York, US",Desktop,Grocery,0
TXN_005938,USR_0372,45.68,2026-02-27 18:21:58,"Paris, FR",Desktop,Grocery,0
TXN_009528,USR_0190,44.48,2026-02-28 22:48:23,"Paris, FR",POS,Grocery,0
TXN_002035,USR_0100,34.26,2026-02-04 20:06:06,"New York, US",Desktop,Travel,0
TXN_003127,USR_0013,28.21,2026-03-07 04:13:40,Online,Desktop,Grocery,0
TXN_011065,USR_0403,351.03,2026-01-27 12:41:49,"Tokyo, JP",Mobile,Grocery,0
TXN_011823,USR_0147,499.99,2026-03-20 22:50:34,"Moscow, RU",ATM,Gaming,1
TXN_003828,USR_0397,33.41,2026-01-10 14:02:16,"Tokyo, JP",Mobile,Retail,0
TXN_004368,USR_0286,32.13,2026-01-04 13:43:08,"Tokyo, JP",Desktop,Electronics,0
TXN_005298,USR_0319,37.15,2026-02-17 20:48:55,"New York, US",POS,Retail,0
TXN_003211,USR_0100,18.84,2026-03-03 11:59:48,"Tokyo, JP",Mobile,Grocery,0
TXN_009929,USR_0327,101.78,2026-01-06 08:40:42,"Tokyo, JP",POS,Grocery,0
TXN_002699,USR_0376,43.78,2026-02-15 11:33:38,"London, UK",POS,Travel,0
TXN_008046,USR_0150,23.6,2026-03-16 17:11:10,"New York, US",Mobile,Travel,0
TXN_004280,USR_0041,15.94,2026-02-05 08:58:21,Online,Mobile,Grocery,0
TXN_000374,USR_0255,9.07,2026-01-03 12:05:25,Online,Desktop,Retail,0
TXN_000625,USR_0478,35.76,2026-02-22 10:01:14,Online,Desktop,Electronics,0
TXN_011618,USR_0007,1250.15,2026-03-10 01:31:06,Online,Desktop,Gaming,1
TXN_006097,USR_0247,65.94,2026-02-03 19:36:02,"Paris, FR",Desktop,Travel,0
TXN_004984,USR_0464,24.52,2026-04-01 19:32:42,"Paris, FR",POS,Grocery,0
TXN_003489,USR_0434,32.36,2026-02-04 07:50:25,"London, UK",Mobile,Travel,0
TXN_011980,USR_0430,2050.24,2026-03-24 04:18:51,Online,Mobile,Electronics,1
TXN_002037,USR_0055,66.21,2026-01-09 16:13:38,"New York, US",Desktop,Retail,0
TXN_008389,USR_0411,127.88,2026-03-23 09:20:35,"New York, US",POS,Travel,0
TXN_000748,USR_0212,15.55,2026-01-07 16:55:54,"London, UK",Mobile,Retail,0
TXN_009038,USR_0411,24.43,2026-01-03 07:51:01,"New York, US",Mobile,Retail,0
TXN_009146,USR_0181,148.26,2026-03-10 20:08:52,"London, UK",Desktop,Retail,0
TXN_004448,USR_0042,33.19,2026-03-09 09:09:29,"London, UK",Mobile,Electronics,0
TXN_011020,USR_0195,34.25,2026-03-29 21:19:04,"Tokyo, JP",Desktop,Retail,0
TXN_006744,USR_0303,72.79,2026-03-28 09:24:17,"Paris, FR",POS,Electronics,0
TXN_007503,USR_0302,27.59,2026-01-30 10:36:05,"New York, US",Desktop,Electronics,0
TXN_003101,USR_0241,37.87,2026-02-24 10:57:10,"London, UK",Mobile,Retail,0
TXN_003300,USR_0291,19.2,2026-01-28 13:28:27,"London, UK",POS,Retail,0
TXN_006246,USR_0150,10.16,2026-01-21 05:13:13,"New York, US",Mobile,Travel,0
TXN_008293,USR_0091,5.15,2026-03-08 19:44:14,Online,Desktop,Retail,0
TXN_007567,USR_0031,71.31,2026-03-24 17:06:13,"Tokyo, JP",Mobile,Electronics,0
TXN_003432,USR_0083,23.74,2026-03-14 12:44:59,Online,Mobile,Grocery,0
TXN_007119,USR_0271,13.55,2026-02-12 19:40:59,"Tokyo, JP",POS,Grocery,0
TXN_006806,USR_0435,18.03,2026-01-25 12:43:48,Online,Desktop,Retail,0
TXN_001262,USR_0022,27.63,2026-02-21 04:07:13,Online,Desktop,Electronics,0
TXN_000648,USR_0196,54.36,2026-03-29 16:27:11,"Tokyo, JP",Mobile,Retail,0
TXN_000020,USR_0300,11.5,2026-02-24 20:57:37,"Paris, FR",Desktop,Retail,0
TXN_005609,USR_0384,109.31,2026-03-15 12:37:11,"New York, US",POS,Retail,0
TXN_002146,USR_0205,55.35,2026-01-11 13:35:49,"Tokyo, JP",Desktop,Travel,0
TXN_006921,USR_0003,54.01,2026-03-17 08:27:32,"Tokyo, JP",Desktop,Travel,0
TXN_005923,USR_0126,330.29,2026-01-25 19:05:36,"Tokyo, JP",Desktop,Travel,0
TXN_009412,USR_0139,30.05,2026-03-11 13:33:27,Online,POS,Travel,0
TXN_002792,USR_0219,8.17,2026-02-21 20:27:24,"New York, US",Desktop,Grocery,0
TXN_004955,USR_0002,53.76,2026-02-19 17:25:11,Online,Mobile,Electronics,0
TXN_006728,USR_0454,80.58,2026-03-15 05:40:44,"London, UK",POS,Retail,0
TXN_001906,USR_0485,108.91,2026-02-19 14:11:22,Online,POS,Travel,0
TXN_002022,USR_0038,22.28,2026-03-03 15:53:38,"London, UK",Mobile,Retail,0
TXN_005358,USR_0148,20.74,2026-03-06 10:32:45,"London, UK",Desktop,Retail,0
TXN_003502,USR_0171,37.68,2026-03-16 12:15:17,"New York, US",Mobile,Grocery,0
TXN_001370,USR_0358,13.23,2026-03-30 19:23:06,Online,POS,Grocery,0
TXN_004768,USR_0391,16.06,2026-03-26 16:11:02,"London, UK",POS,Grocery,0
TXN_001369,USR_0279,10.78,2026-02-11 14:55:20,"Tokyo, JP",Desktop,Electronics,0
TXN_009374,USR_0267,33.06,2026-02-18 08:13:40,"London, UK",POS,Grocery,0
TXN_009785,USR_0181,29.7,2026-01-26 09:54:21,Online,POS,Retail,0
TXN_001942,USR_0149,14.81,2026-02-06 08:31:05,"Paris, FR",Mobile,Travel,0
TXN_007589,USR_0283,17.39,2026-02-22 18:07:30,"London, UK",POS,Electronics,0
TXN_001979,USR_0030,14.95,2026-03-22 11:52:00,"Tokyo, JP",Mobile,Electronics,0
TXN_008727,USR_0070,14.24,2026-02-16 17:47:01,"New York, US",Desktop,Grocery,0
TXN_005365,USR_0202,17.68,2026-03-10 14:21:16,Online,Mobile,Electronics,0
TXN_003367,USR_0349,46.43,2026-01-28 13:25:23,Online,Desktop,Retail,0
TXN_006619,USR_0385,19.83,2026-03-31 04:30:53,"Tokyo, JP",Desktop,Retail,0
TXN_007114,USR_0009,47.3,2026-03-22 23:55:23,"Tokyo, JP",POS,Grocery,0
TXN_005047,USR_0073,152.1,2026-01-24 14:34:58,Online,Mobile,Travel,0
TXN_003890,USR_0491,10.74,2026-01-22 13:06:41,Online,POS,Electronics,0
TXN_003373,USR_0038,12.2,2026-01-31 00:28:17,"Tokyo, JP",Desktop,Retail,0
TXN_004554,USR_0237,77.18,2026-03-31 11:10:48,"Paris, FR",Mobile,Travel,0
TXN_011193,USR_0427,62.95,2026-02-12 12:44:55,"New York, US",POS,Electronics,0
TXN_003046,USR_0255,7.3,2026-01-10 21:27:38,"New York, US",Desktop,Grocery,0
TXN_004811,USR_0209,3.14,2026-01-17 15:55:26,"London, UK",Mobile,Grocery,0
TXN_002334,USR_0335,2.39,2026-03-03 21:38:14,"Paris, FR",Desktop,Retail,0
TXN_000840,USR_0112,9.73,2026-03-21 09:33:30,Online,POS,Grocery,0
TXN_005263,USR_0418,23.97,2026-02-19 15:51:22,"London, UK",POS,Retail,0
TXN_008517,USR_0481,493.18,2026-01-23 10:09:38,"London, UK",Mobile,Retail,0
TXN_010905,USR_0094,106.11,2026-02-03 17:29:25,"London, UK",POS,Travel,0
TXN_001435,USR_0222,87.87,2026-03-26 13:34:20,"London, UK",Desktop,Retail,0
TXN_003858,USR_0460,25.58,2026-03-16 08:07:00,"Tokyo, JP",Desktop,Retail,0
TXN_004602,USR_0286,25.72,2026-02-25 12:22:06,"Tokyo, JP",POS,Grocery,0
TXN_002674,USR_0391,86.3,2026-03-18 21:46:33,"London, UK",Mobile,Grocery,0
TXN_005181,USR_0016,84.69,2026-02-10 13:12:20,"Paris, FR",Mobile,Retail,0
TXN_000488,USR_0433,48.54,2026-02-25 09:41:50,"Tokyo, JP",POS,Grocery,0
TXN_005518,USR_0059,20.92,2026-02-25 12:15:17,Online,Desktop,Grocery,0
TXN_000534,USR_0244,40.21,2026-01-13 16:28:46,"Paris, FR",Desktop,Grocery,0
TXN_007603,USR_0189,60.31,2026-01-26 11:29:41,"London, UK",Mobile,Retail,0
TXN_007607,USR_0080,36.76,2026-01-23 14:37:35,"London, UK",Mobile,Grocery,0
TXN_006082,USR_0308,26.92,2026-01-20 15:31:53,Online,POS,Travel,0
TXN_002961,USR_0377,87.54,2026-02-08 09:53:44,"London, UK",POS,Grocery,0
TXN_002184,USR_0011,42.22,2026-01-23 09:16:56,"New York, US",Mobile,Electronics,0
TXN_010965,USR_0405,7.12,2026-03-14 12:46:59,"Paris, FR",Mobile,Travel,0
TXN_004169,USR_0043,22.75,2026-03-06 01:21:40,"New York, US",POS,Travel,0
TXN_005720,USR_0101,92.8,2026-03-10 18:04:52,"Tokyo, JP",Desktop,Retail,0
TXN_011204,USR_0156,16.76,2026-02-02 15:43:16,Online,Desktop,Grocery,0
TXN_011556,USR_0444,228.83,2026-03-21 09:04:32,"Paris, FR",Mobile,Retail,0
TXN_007092,USR_0179,132.55,2026-02-28 17:57:53,"Tokyo, JP",POS,Retail,0
TXN_009327,USR_0080,35.87,2026-03-07 08:31:19,Online,Mobile,Retail,0
TXN_006715,USR_0470,35.8,2026-03-18 01:18:00,"London, UK",POS,Travel,0
TXN_000201,USR_0197,42.31,2026-03-03 06:06:15,"Paris, FR",POS,Grocery,0
TXN_011773,USR_0056,6126.91,2026-03-28 04:51:29,"Lagos, NG",ATM,Electronics,1
TXN_002211,USR_0306,86.51,2026-02-09 13:11:36,"Paris, FR",POS,Grocery,0
TXN_008252,USR_0028,36.65,2026-01-20 21:59:20,"Tokyo, JP",Desktop,Grocery,0
TXN_007839,USR_0178,60.06,2026-01-06 20:07:57,"Tokyo, JP",Desktop,Retail,0
TXN_009120,USR_0313,60.46,2026-02-08 12:40:59,"Paris, FR",Desktop,Grocery,0
TXN_008762,USR_0424,18.47,2026-01-30 13:36:52,"New York, US",Desktop,Travel,0
TXN_009118,USR_0443,116.95,2026-02-22 08:05:28,"Tokyo, JP",POS,Travel,0
TXN_011719,USR_0419,9479.84,2026-01-16 04:17:55,Online,ATM,Electronics,1
TXN_002445,USR_0179,232.37,2026-01-23 13:01:55,"Tokyo, JP",Desktop,Electronics,0
TXN_003313,USR_0349,17.54,2026-02-05 07:54:21,"New York, US",Mobile,Grocery,0
TXN_000219,USR_0060,33.94,2026-01-18 15:02:02,"Tokyo, JP",Desktop,Grocery,0
TXN_002616,USR_0138,19.31,2026-01-30 15:59:16,"Paris, FR",Desktop,Grocery,0
TXN_008030,USR_0375,109.52,2026-02-23 15:47:02,"New York, US",Mobile,Retail,0
TXN_003778,USR_0428,16.52,2026-01-10 22:21:01,"New York, US",Desktop,Retail,0
TXN_004630,USR_0423,72.84,2026-02-24 22:42:09,"London, UK",POS,Grocery,0
TXN_010737,USR_0087,7.52,2026-01-30 06:43:23,"New York, US",POS,Grocery,0
TXN_009193,USR_0279,7.71,2026-03-12 20:05:55,"New York, US",POS,Grocery,0
TXN_011999,USR_0500,9016.51,2026-03-20 04:16:53,"Lagos, NG",Mobile,Wire_Transfer,1
TXN_011752,USR_0451,2500.0,2026-03-04 23:17:06,"Sydney, AU",ATM,Wire_Transfer,1
TXN_007190,USR_0036,17.91,2026-03-30 14:21:31,"Tokyo, JP",Mobile,Travel,0
TXN_011591,USR_0043,999.0,2026-02-15 22:10:45,"Sydney, AU",Mobile,Wire_Transfer,1
TXN_001671,USR_0317,12.82,2026-02-22 11:14:55,Online,POS,Travel,0
TXN_001189,USR_0455,64.75,2026-03-16 14:57:48,"New York, US",Mobile,Electronics,0
TXN_001615,USR_0425,19.47,2026-04-01 15:53:56,Online,Desktop,Grocery,0
TXN_002341,USR_0013,33.54,2026-03-30 10:10:04,"London, UK",POS,Travel,0
TXN_005668,USR_0251,16.89,2026-03-05 08:16:50,"Paris, FR",Desktop,Travel,0
TXN_002874,USR_0294,16.22,2026-01-03 23:19:24,"London, UK",Desktop,Retail,0
TXN_005944,USR_0368,54.6,2026-02-08 09:51:30,"Paris, FR",Mobile,Grocery,0
TXN_003018,USR_0252,50.8,2026-01-23 10:57:28,"Tokyo, JP",Mobile,Grocery,0
TXN_004093,USR_0367,79.36,2026-01-17 18:02:08,Online,Desktop,Retail,0
TXN_003291,USR_0152,38.88,2026-02-28 09:03:42,"Paris, FR",Mobile,Travel,0
TXN_000096,USR_0125,16.21,2026-01-19 08:41:44,"New York, US",Mobile,Retail,0
TXN_003404,USR_0286,6.08,2026-03-02 07:09:25,"New York, US",Desktop,Retail,0
TXN_011578,USR_0377,13.23,2026-01-10 12:53:33,"Tokyo, JP",Mobile,Retail,0
TXN_007189,USR_0164,57.64,2026-01-27 21:22:15,Online,POS,Grocery,0
TXN_005803,USR_0005,61.4,2026-01-27 16:12:58,"Tokyo, JP",POS,Grocery,0
TXN_003099,USR_0160,35.97,2026-01-22 13:33:04,"London, UK",Mobile,Travel,0
TXN_003419,USR_0001,39.65,2026-01-01 17:42:54,Online,Desktop,Travel,0
TXN_007635,USR_0357,60.26,2026-03-25 17:15:55,"New York, US",POS,Retail,0
TXN_011044,USR_0240,15.17,2026-01-25 04:49:19,"Tokyo, JP",Mobile,Retail,0
TXN_009718,USR_0400,155.42,2026-03-22 18:54:31,"Paris, FR",Mobile,Grocery,0
TXN_001414,USR_0286,25.03,2026-03-26 08:55:49,"Tokyo, JP",POS,Retail,0
TXN_011794,USR_0274,5000.0,2026-02-07 00:20:27,Online,Mobile,Gaming,1
TXN_007316,USR_0246,160.74,2026-03-01 13:42:04,"London, UK",Mobile,Travel,0
TXN_001374,USR_0354,106.65,2026-03-09 01:54:34,Online,POS,Grocery,0
TXN_002361,USR_0375,3.04,2026-02-26 19:33:08,"Paris, FR",Desktop,Grocery,0
TXN_002058,USR_0263,14.5,2026-03-21 16:20:23,"New York, US",POS,Retail,0
TXN_003149,USR_0215,23.48,2026-03-14 11:21:19,"New York, US",Mobile,Retail,0
TXN_005014,USR_0407,24.53,2026-02-19 07:54:30,"Tokyo, JP",Desktop,Retail,0
TXN_004505,USR_0024,118.85,2026-03-27 17:51:38,"Paris, FR",Mobile,Retail,0
TXN_009404,USR_0355,30.73,2026-03-24 07:12:47,"London, UK",POS,Retail,0
TXN_009647,USR_0042,105.76,2026-01-10 13:35:39,"New York, US",Desktop,Electronics,0
TXN_004405,USR_0211,66.92,2026-01-04 07:28:20,"Paris, FR",POS,Travel,0
TXN_000857,USR_0274,19.07,2026-01-29 15:08:47,"Paris, FR",POS,Grocery,0
TXN_005177,USR_0270,110.67,2026-01-25 16:22:38,Online,POS,Grocery,0
TXN_010550,USR_0418,9.17,2026-03-11 15:13:05,"New York, US",POS,Retail,0
TXN_010659,USR_0109,23.61,2026-03-23 14:53:11,Online,Desktop,Retail,0
TXN_002320,USR_0213,5.0,2026-01-10 11:41:27,"Tokyo, JP",Mobile,Grocery,0
TXN_009762,USR_0302,27.45,2026-02-05 18:57:47,Online,Desktop,Retail,0
TXN_008032,USR_0054,44.25,2026-02-26 08:16:39,"Tokyo, JP",Mobile,Travel,0
TXN_005063,USR_0334,6.05,2026-01-01 20:09:55,"Paris, FR",POS,Electronics,0
TXN_001209,USR_0041,36.67,2026-03-08 10:56:39,"New York, US",Mobile,Retail,0
TXN_010130,USR_0211,3.37,2026-03-06 10:01:02,"Paris, FR",Mobile,Grocery,0
TXN_011812,USR_0437,3904.53,2026-01-09 04:34:25,"Sydney, AU",Desktop,Gaming,1
