Amount,Account Balance,User Device Recognition,Known Threat Flag,Login Location Match,Spending Pattern Deviation,Transaction_Hour,Transaction_Day,Transaction_Month,High_Value_Transaction,Low_Balance,Amount_to_Balance_Ratio,Amount_Percent_of_Balance,Spending_Deviation_Amount,Location_Deviation,Unusual_Hour,High_Amount_Unusual_Hour,Location_Deviation_High_Amount,Type_Deposit,Type_Transfer,Type_Withdrawal,Location_California,Location_Florida,Location_New York,Location_Texas,Transaction_Weekday_Friday,Transaction_Weekday_Monday,Transaction_Weekday_Saturday,Transaction_Weekday_Sunday,Transaction_Weekday_Thursday,Transaction_Weekday_Wednesday
0.23384143780721525,-1.385485926834195,1,0,1,0,-0.6567514269263032,-1.4878436239693233,0.0,0,0,4.10835276766708,410.835276766708,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0.5402304051936271,-1.2817950924667425,1,0,1,0,0.7843224959488238,0.2882442633852531,0.0,0,0,4.363630290276247,436.3630290276247,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.7403492665215586,0.13273835843122017,1,1,1,0,1.3607520650988745,0.2882442633852531,0.0,0,0,0.913132246146006,91.3132246146006,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
-0.46531761168162805,-1.2075702965651114,1,0,1,0,-0.22442925006376513,0.8802735591701119,0.0,0,0,2.3081835696914186,230.81835696914183,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
-1.3109062956225375,0.5266808656817561,0,0,0,0,-1.665503172938892,1.4723028549549706,0.0,0,0,0.3430596869700592,34.30596869700592,0.0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
-0.9556329062921463,0.7642518771580904,1,0,1,0,-1.665503172938892,-0.8958143281844645,0.0,0,0,0.5811412341853861,58.11412341853861,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0.3477536719297122,-0.8018310410100239,1,0,1,0,-1.0890736037888413,-0.3037850323996057,0.0,0,0,2.911456736035049,291.1456736035049,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
-1.0459555240784169,-0.6691219279664118,1,0,1,0,0.49610771137379833,-0.3037850323996057,0.0,0,0,0.9021450209883308,90.21450209883308,0.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
-0.6069636311486114,-1.388956065204074,1,0,1,0,0.35200031908628565,-0.3037850323996057,0.0,0,0,2.3670941416496647,236.7094141649665,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0.1398673388964659,-0.20968594071265012,1,0,0,1,0.6402151036613111,-0.3037850323996057,0.0,0,0,1.9642806344436217,196.42806344436212,5385.92,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1.2552148690487521,0.9828964267560272,1,0,1,0,1.3607520650988745,-0.8958143281844645,0.0,0,0,2.078518604673703,207.8518604673703,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.8230297562438125,-0.2580698302916832,1,0,1,0,-0.5126440346387905,-0.8958143281844645,0.0,0,0,2.733336063803645,273.3336063803645,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0.788852591766753,0.4650794515425139,1,0,1,0,-0.6567514269263032,0.8802735591701119,0.0,0,0,2.054487797683205,205.4487797683205,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
-1.638194314306086,-1.3741197167889336,1,0,0,0,-0.5126440346387905,-1.4878436239693233,0.0,0,0,0.2139922137547404,21.399221375474045,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
-1.1758014940168213,-0.5220328370625066,1,0,1,0,-0.800858819213816,-0.8958143281844645,0.0,0,0,0.6811856135911802,68.11856135911802,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
-1.0922122773088958,-0.06323404643249426,1,0,1,0,-1.3772883883638667,-1.4878436239693233,0.0,0,0,0.6386962956857978,63.869629568579775,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1.4372368353036329,-1.1216693030715301,1,0,0,1,0.35200031908628565,0.8802735591701119,0.0,0,0,5.406908682501292,540.6908682501293,9098.8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
-1.4189691714652473,0.5901680373966895,1,0,1,0,-1.5213957806513794,0.2882442633852531,0.0,0,0,0.2519212276242702,25.192122762427022,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
-1.5290691894089823,1.2572956809320455,1,0,0,0,-0.3685366423512778,-1.4878436239693233,0.0,0,0,0.1371404020613686,13.714040206136865,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
-1.3411314743084148,1.633749724090213,0,0,1,0,-0.6567514269263032,-0.3037850323996057,0.0,0,0,0.2350136602509226,23.501366025092263,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0.11223488652098415,-0.49706161802367477,1,0,0,0,-0.08032185777625245,0.8802735591701119,0.0,0,0,2.20366333221216,220.366333221216,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0.7689563874387315,-0.018991934907833272,1,0,1,0,0.20789292679877294,0.2882442633852531,0.0,0,0,2.4250199939933657,242.50199939933657,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
-1.6781160098536174,-0.8467189599236206,0,0,1,1,-0.22442925006376513,-1.4878436239693233,0.0,0,0,0.091463049167882,9.146304916788203,183.12,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1.413154531083625,-0.21874446568811598,1,1,1,1,1.3607520650988745,-1.4878436239693233,0.0,0,0,3.3059408876734,330.59408876733994,9029.88,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
-0.5322358078681292,0.7900841727155026,0,0,1,1,-0.22442925006376513,-1.4878436239693233,0.0,0,0,0.8871278503715091,88.71278503715091,3462.46,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1.3572851227589442,0.34180773714254303,1,0,0,0,-1.233180996076354,1.4723028549549706,0.0,0,0,2.6223953405865656,262.23953405865655,0.0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1.1586759977500916,1.5128631916467101,1,0,0,0,-0.5126440346387905,-0.8958143281844645,0.0,0,0,1.7505097640641112,175.0509764064111,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
-1.4785913938834119,0.12537615419735795,1,0,0,0,-1.0890736037888413,-0.3037850323996057,0.0,0,0,0.2408553041312019,24.0855304131202,0.0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0.6300917832589109,1.1613287029362593,1,0,1,0,0.35200031908628565,-0.3037850323996057,0.0,0,0,1.5663707217579494,156.63707217579494,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
-0.9047882155339728,-1.2795649042836192,0,0,1,1,0.35200031908628565,0.2882442633852531,0.0,0,0,1.598109961052126,159.8109961052126,2396.27,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1.4968066441171404,1.2615666204642042,1,0,1,1,-0.6567514269263032,-0.8958143281844645,0.0,0,0,2.082726853984339,208.27268539843388,9269.28,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0.2288831108066073,-0.05104120292939583,1,0,1,0,0.6402151036613111,-0.8958143281844645,0.0,0,0,1.927663122785074,192.7663122785074,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
-1.215115191750325,-1.4535023610368614,1,0,1,0,-1.3772883883638667,0.8802735591701119,0.0,0,0,1.1624121346651868,116.24121346651869,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
-0.6575637250850495,0.40410662326183533,0,0,0,0,-0.08032185777625245,1.4723028549549706,0.0,0,0,0.8984123308488313,89.84123308488313,0.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0.9637777559509959,0.35093514823949523,1,0,1,0,0.20789292679877294,-0.3037850323996057,0.0,0,0,2.282295903330386,228.2295903330386,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
-0.15925360864409327,1.3212650554973837,1,0,1,0,-1.233180996076354,0.2882442633852531,0.0,0,0,1.0022124481180916,100.22124481180916,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1.0303674935483094,1.4898896701309847,1,0,1,0,0.06378553451126025,-0.8958143281844645,0.0,0,0,1.6825462125533588,168.25462125533588,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
-1.2574269476702427,0.7958964392159203,1,0,1,0,-0.5126440346387905,1.4723028549549706,0.0,0,0,0.3547720442483534,35.47720442483534,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
-1.3246386600428262,1.5818698638457436,1,0,1,0,-1.3772883883638667,1.4723028549549706,0.0,0,0,0.2477371835945033,24.77371835945033,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0.9298451882956719,0.28969538623805685,1,0,1,0,-0.5126440346387905,-0.8958143281844645,0.0,0,0,2.301925415728443,230.1925415728443,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
-0.0979995760009223,-0.3570591868676864,1,1,1,0,1.6489668496738998,0.2882442633852531,0.0,0,0,1.8302538529162355,183.0253852916236,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.22520018151933396,0.25535565467707017,1,0,1,0,1.3607520650988745,1.4723028549549706,0.0,0,0,1.7154570383912249,171.5457038391225,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
-0.8371222519210233,-1.136316214652583,1,0,1,1,1.5048594573863872,-1.4878436239693233,0.0,0,0,1.5547604754472326,155.47604754472326,2589.92,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
-0.3611508137851324,-1.2023952266884432,1,0,1,0,0.9284298882363364,-0.8958143281844645,0.0,0,0,2.487055240204901,248.7055240204901,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1.538213391796637,0.005565967402079904,1,0,1,0,-0.800858819213816,-0.3037850323996057,0.0,0,0,3.137721388678136,313.7721388678136,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
-1.3533508326742545,-0.021334063038371806,1,0,1,0,-1.5213957806513794,-1.4878436239693233,0.0,0,0,0.3757764289839799,37.577642898398,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
-1.4964259964282347,-0.18680713761396858,1,0,1,0,1.2166446728113618,0.8802735591701119,0.0,0,0,0.2539606284991873,25.39606284991873,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
-1.1807947634205345,1.501695029200722,0,0,1,0,1.0725372805238491,0.2882442633852531,0.0,0,0,0.3396568712442541,33.96568712442541,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
-1.3809168944838366,-0.9018278571127666,1,0,1,0,1.2166446728113618,-1.4878436239693233,0.0,0,0,0.5333312694776382,53.33312694776382,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1.664701396796645,0.23452621369261006,1,0,1,1,0.49610771137379833,0.8802735591701119,0.0,0,0,2.992737452460396,299.27374524603954,9749.77,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
-1.6031820263948156,-0.25444469814845966,1,0,0,0,1.5048594573863872,0.2882442633852531,0.0,0,0,0.1477982862134984,14.77982862134984,0.0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-0.7399159807230558,1.293934486797642,0,1,1,1,-1.3772883883638667,0.8802735591701119,0.0,0,0,0.6390420084934961,63.904200849349614,2868.11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
-1.4794929078835224,-0.3264306951017816,1,0,1,0,-0.6567514269263032,-1.4878436239693233,0.0,0,0,0.2883534444721545,28.83534444721545,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
-1.5952361239287245,-1.0296374447656562,1,0,1,1,0.6402151036613111,0.2882442633852531,0.0,0,0,0.2348507283384273,23.48507283384273,420.31,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0.6092940649307792,-1.4797221410276347,0,0,1,0,0.35200031908628565,-0.3037850323996057,0.0,0,0,5.31128896044957,531.128896044957,0.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1.0444457877593383,-0.6294521327554122,1,0,1,0,0.6402151036613111,-1.4878436239693233,0.0,0,0,3.5373263426837704,353.73263426837707,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.12401746484801061,0.4645972486921089,1,0,1,0,0.06378553451126025,-0.8958143281844645,0.0,0,0,1.5150524822695035,151.5052482269504,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
-1.119785327599099,1.511804067528856,0,0,1,0,0.35200031908628565,-1.4878436239693233,0.0,0,0,0.3756422478887024,37.56422478887024,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1.2642265148095475,-0.0624849098613294,1,0,1,0,1.5048594573863872,-0.3037850323996057,0.0,0,0,2.9536644145999835,295.3664414599983,0.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
-0.7836848348524545,0.558600972225532,1,0,0,1,-1.0890736037888413,0.2882442633852531,0.0,0,0,0.7547390463296983,75.47390463296983,2742.85,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1.425160740790524,-0.8783204681555213,1,0,1,1,0.06378553451126025,-1.4878436239693233,0.0,0,0,4.611859042850892,461.1859042850892,9064.24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.990354947752705,0.03334429589148401,1,0,0,0,-1.233180996076354,1.4723028549549706,0.0,0,0,2.5857970947400446,258.57970947400446,0.0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
-1.5876361512533739,-0.19076808959943836,0,0,1,0,1.3607520650988745,-1.4878436239693233,0.0,0,0,0.1599406635551213,15.994066355512135,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0.8067605733580966,-1.3911345887960826,1,1,1,1,0.06378553451126025,-1.4878436239693233,0.0,0,0,5.324935942826692,532.4935942826693,7294.47,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.3692292728780823,1.7085944950852219,1,0,1,0,-0.3685366423512778,-1.4878436239693233,0.0,0,0,1.2158319415658894,121.58319415658892,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
-1.7213432567348879,-1.6063434430848833,1,0,1,1,-0.3685366423512778,-0.3037850323996057,0.0,0,0,0.0530474846866796,5.304748468667963,59.41,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
-0.15400875393802363,1.3960409403709064,0,0,1,0,0.49610771137379833,0.2882442633852531,0.0,0,0,0.9865783030008336,98.65783030008336,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.36322988676988344,1.0011254166543746,1,0,1,0,1.5048594573863872,-0.3037850323996057,0.0,0,0,0.9513125317917402,95.13125317917402,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
-1.1358064194227693,0.29568847880737653,0,1,1,0,-0.08032185777625245,-0.3037850323996057,0.0,0,0,0.5212416337222576,52.124163372225766,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
-0.08307218139444071,-0.727115431492802,1,0,1,0,-0.22442925006376513,0.8802735591701119,0.0,0,0,2.2175878786746503,221.75878786746503,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1.4084967087497207,0.3984579612999479,1,0,1,0,0.49610771137379833,-1.4878436239693233,0.0,0,0,2.614864610128792,261.4864610128792,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
-1.711423108493361,-1.6111740823541196,1,0,1,0,0.49610771137379833,1.4723028549549706,0.0,0,0,0.078791740328269,7.879174032826901,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
-1.3911305589114458,-1.2190398357926024,1,0,1,1,1.0725372805238491,-0.8958143281844645,0.0,0,0,0.6398743732998668,63.98743732998668,1004.43,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1.6264289826756722,-1.6168313550811928,1,0,1,0,1.3607520650988745,1.4723028549549706,0.0,0,0,8.702462627283888,870.2462627283887,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1.3474208823623859,-1.187326387613286,1,0,0,0,-1.665503172938892,-0.8958143281844645,0.0,0,0,5.50353550443183,550.3535504431829,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
-0.6648107794890389,1.7138470618485628,1,0,1,0,0.6402151036613111,0.2882442633852531,0.0,0,0,0.6196089071104144,61.96089071104144,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
-1.181067314164754,-0.6376668027426693,1,0,1,1,1.5048594573863872,-0.8958143281844645,0.0,0,0,0.7152211679807563,71.52211679807563,1605.6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1.1128944612018412,0.6931441782537204,0,0,1,0,0.7843224959488238,-0.3037850323996057,0.0,0,0,2.155586979806987,215.5586979806987,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
-1.114833989079112,0.7818092273719447,1,0,0,0,-1.3772883883638667,-0.8958143281844645,0.0,0,0,0.4610763370738611,46.107633707386114,0.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0.18943313770099424,0.6941430270152736,1,0,1,0,-0.5126440346387905,0.2882442633852531,0.0,0,0,1.4579067301758108,145.79067301758107,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1.307429302008644,-0.9797380605139215,1,0,0,1,-1.0890736037888413,0.2882442633852531,0.0,0,0,4.723490506808685,472.34905068086846,8727.31,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
-0.6995505166560899,0.262261488356085,1,0,0,0,-0.6567514269263032,1.4723028549549706,0.0,0,0,0.9068729065476806,90.68729065476806,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0.5459155341788205,0.35710045611253083,1,0,1,0,1.2166446728113618,-1.4878436239693233,0.0,0,0,1.9257829043339136,192.57829043339137,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1.6505077926553693,1.0762973967264442,1,0,0,1,-1.233180996076354,0.2882442633852531,0.0,0,0,2.292386297365768,229.2386297365768,9709.15,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
-1.0219151507421353,-1.4915361108625578,1,0,0,0,0.20789292679877294,-0.3037850323996057,0.0,0,0,1.6445538471358927,164.45538471358927,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
-1.5504155034658638,1.3600393311290593,1,0,0,0,-0.22442925006376513,0.2882442633852531,0.0,0,0,0.1201732345216006,12.017323452160063,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
-0.018526574378773027,-1.095613127619287,0,0,1,0,-0.6567514269263032,-0.3037850323996057,0.0,0,0,2.879403643750693,287.9403643750693,0.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
-1.3889955780817267,0.3698788316482642,0,0,1,0,-1.5213957806513794,-0.8958143281844645,0.0,0,0,0.2959121522693997,29.591215226939973,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
-0.8409973644253746,1.0435678782552027,1,0,1,0,1.0725372805238491,0.2882442633852531,0.0,0,0,0.6143904054433956,61.43904054433956,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
-1.6015257564876355,-0.5356636783516343,1,0,1,1,0.20789292679877294,0.8802735591701119,0.0,0,0,0.1702279805023356,17.022798050233565,402.31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1.2130533654621862,-0.4751644421561752,0,0,1,0,-0.6567514269263032,0.2882442633852531,0.0,0,0,3.475160460548483,347.5160460548483,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1.2412029654036234,0.5410005681857484,1,0,0,0,1.5048594573863872,-1.4878436239693233,0.0,0,0,2.362594881189242,236.2594881189242,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0.4115200633561372,-0.3487584092285714,1,0,1,1,0.35200031908628565,-0.3037850323996057,0.0,0,0,2.3885065221940613,238.85065221940613,6163.35,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0.3421628874329025,-0.7294833919188981,1,0,1,0,1.2166446728113618,0.8802735591701119,0.0,0,0,2.7895728790096666,278.95728790096666,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
-0.3449724811474894,-1.2441746593699645,1,0,1,0,0.20789292679877294,-0.3037850323996057,0.0,0,0,2.595440559803705,259.5440559803705,0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0.9612619029274316,-0.7358467473912073,1,1,0,0,-1.3772883883638667,-0.8958143281844645,0.0,0,0,3.630720641237423,363.0720641237423,0.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
-0.5330150234573721,-1.4531062658383143,1,0,1,0,-1.665503172938892,1.4723028549549706,0.0,0,0,2.6660220355959625,266.60220355959626,0.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
-1.2045870456947703,-0.10402324111764841,1,0,1,0,-1.0890736037888413,0.8802735591701119,0.0,0,0,0.5369924318588025,53.69924318588025,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
-1.6243815823586556,-1.2937984991357532,1,0,1,1,0.6402151036613111,-1.4878436239693233,0.0,0,0,0.2271884335529465,22.718843355294656,336.9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0.8214084287397379,0.8585311451774589,1,1,1,0,-0.3685366423512778,-0.8958143281844645,0.0,0,0,1.8421615622387,184.21615622387003,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
-1.3054238325753535,0.19228179969105536,1,0,1,1,0.49610771137379833,0.2882442633852531,0.0,0,0,0.3894694195559018,38.94694195559018,1249.71,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0.27900798806081645,0.6054435348363061,1,0,1,0,-1.233180996076354,0.2882442633852531,0.0,0,0,1.5681198947017407,156.81198947017407,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0.13284391587234864,0.6055210317229781,1,0,0,0,-1.233180996076354,0.2882442633852531,0.0,0,0,1.4546800193024023,145.46800193024026,0.0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0.5611224680101426,-0.045900576113470974,0,0,0,0,-1.5213957806513794,-0.3037850323996057,0.0,0,0,2.248013396358973,224.8013396358973,0.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1.5800639079955672,-0.5034077519656123,0,0,0,0,-0.5126440346387905,-1.4878436239693233,0.0,0,0,3.9601261235744447,396.0126123574445,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1.3001123627984448,-1.0313682085680027,1,0,1,0,0.9284298882363364,-0.3037850323996057,0.0,0,0,4.870206077150273,487.0206077150273,0.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0.9453875691968026,-0.6044120275950942,1,0,1,0,-0.08032185777625245,-1.4878436239693233,0.0,0,0,3.3681334080717487,336.8133408071749,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
-0.9971270099794054,0.96193782429378,0,0,0,0,0.35200031908628565,-0.8958143281844645,0.0,0,0,0.519675423757733,51.9675423757733,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1.6744433387823356,-1.7004935496264653,1,0,1,0,-0.3685366423512778,0.2882442633852531,0.0,0,0,9.67509400356224,967.509400356224,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
