Spending_Deviation_Amount,User Device Recognition,Spending Pattern Deviation,Login Location Match,Known Threat Flag,Location_Deviation,Amount_Percent_of_Balance,Amount,Amount_to_Balance_Ratio,Account Balance,Transaction_Hour
0.0,1,0,1,0,0,35.47720442483534,-1.2574269476702429,0.3547720442483534,0.7958964392159203,-0.5126440346387905
0.0,1,0,1,0,0,24.77371835945033,-1.3246386600428262,0.2477371835945033,1.5818698638457436,-1.3772883883638667
0.0,1,0,1,0,0,230.1925415728443,0.929845188295672,2.301925415728443,0.2896953862380568,-0.5126440346387905
0.0,1,0,1,1,0,183.0253852916236,-0.0979995760009223,1.8302538529162355,-0.3570591868676864,1.6489668496738998
0.0,1,0,1,0,0,171.5457038391225,0.2252001815193339,1.7154570383912249,0.2553556546770701,1.3607520650988745
2589.92,1,1,1,0,0,155.47604754472326,-0.8371222519210233,1.5547604754472326,-1.136316214652583,1.5048594573863872
0.0,1,0,1,0,0,248.7055240204901,-0.3611508137851324,2.487055240204901,-1.2023952266884432,0.9284298882363364
0.0,1,0,1,0,0,313.7721388678136,1.538213391796637,3.137721388678136,0.0055659674020799,-0.800858819213816
0.0,1,0,1,0,0,37.577642898398,-1.3533508326742545,0.3757764289839799,-0.0213340630383718,-1.5213957806513794
0.0,1,0,1,0,0,25.39606284991873,-1.4964259964282347,0.2539606284991873,-0.1868071376139685,1.2166446728113618
0.0,0,0,1,0,0,33.96568712442541,-1.1807947634205345,0.3396568712442541,1.501695029200722,1.0725372805238491
0.0,1,0,1,0,0,53.33312694776382,-1.3809168944838366,0.5333312694776382,-0.9018278571127666,1.2166446728113618
9749.77,1,1,1,0,0,299.27374524603954,1.664701396796645,2.992737452460396,0.23452621369261,0.4961077113737983
0.0,1,0,0,0,1,14.77982862134984,-1.6031820263948156,0.1477982862134984,-0.2544446981484596,1.5048594573863872
2868.11,0,1,1,1,0,63.904200849349614,-0.7399159807230558,0.6390420084934961,1.293934486797642,-1.3772883883638667
0.0,1,0,1,0,0,28.83534444721545,-1.4794929078835224,0.2883534444721545,-0.3264306951017816,-0.6567514269263032
420.31,1,1,1,0,0,23.48507283384273,-1.5952361239287245,0.2348507283384273,-1.0296374447656562,0.6402151036613111
0.0,0,0,1,0,0,531.128896044957,0.6092940649307792,5.31128896044957,-1.4797221410276349,0.3520003190862856
0.0,1,0,1,0,0,353.73263426837707,1.0444457877593385,3.5373263426837704,-0.6294521327554122,0.6402151036613111
0.0,1,0,1,0,0,151.5052482269504,0.1240174648480106,1.5150524822695035,0.4645972486921089,0.0637855345112602
0.0,0,0,1,0,0,37.56422478887024,-1.119785327599099,0.3756422478887024,1.511804067528856,0.3520003190862856
0.0,1,0,1,0,0,295.3664414599983,1.2642265148095475,2.9536644145999835,-0.0624849098613294,1.5048594573863872
2742.85,1,1,0,0,1,75.47390463296983,-0.7836848348524545,0.7547390463296983,0.558600972225532,-1.089073603788841
9064.24,1,1,1,0,0,461.1859042850892,1.425160740790524,4.611859042850892,-0.8783204681555213,0.0637855345112602
0.0,1,0,0,0,1,258.57970947400446,0.990354947752705,2.5857970947400446,0.033344295891484,-1.233180996076354
0.0,0,0,1,0,0,15.994066355512135,-1.587636151253374,0.1599406635551213,-0.1907680895994383,1.3607520650988745
7294.47,1,1,1,1,0,532.4935942826693,0.8067605733580966,5.324935942826692,-1.3911345887960826,0.0637855345112602
0.0,1,0,1,0,0,121.58319415658892,0.3692292728780823,1.2158319415658894,1.708594495085222,-0.3685366423512778
59.41,1,1,1,0,0,5.304748468667963,-1.721343256734888,0.0530474846866796,-1.6063434430848833,-0.3685366423512778
0.0,0,0,1,0,0,98.65783030008336,-0.1540087539380236,0.9865783030008336,1.3960409403709064,0.4961077113737983
0.0,1,0,1,0,0,95.13125317917402,-0.3632298867698834,0.9513125317917402,1.0011254166543746,1.5048594573863872
0.0,0,0,1,1,0,52.124163372225766,-1.1358064194227693,0.5212416337222576,0.2956884788073765,-0.0803218577762524
0.0,1,0,1,0,0,221.75878786746503,-0.0830721813944407,2.2175878786746503,-0.727115431492802,-0.2244292500637651
0.0,1,0,1,0,0,261.4864610128792,1.4084967087497209,2.614864610128792,0.3984579612999479,0.4961077113737983
0.0,1,0,1,0,0,7.879174032826901,-1.711423108493361,0.078791740328269,-1.6111740823541196,0.4961077113737983
1004.43,1,1,1,0,0,63.98743732998668,-1.3911305589114458,0.6398743732998668,-1.2190398357926024,1.0725372805238491
0.0,1,0,1,0,0,870.2462627283887,1.6264289826756722,8.702462627283888,-1.6168313550811928,1.3607520650988745
0.0,1,0,0,0,1,550.3535504431829,1.347420882362386,5.50353550443183,-1.187326387613286,-1.665503172938892
0.0,1,0,1,0,0,61.96089071104144,-0.6648107794890389,0.6196089071104144,1.7138470618485628,0.6402151036613111
1605.6,1,1,1,0,0,71.52211679807563,-1.181067314164754,0.7152211679807563,-0.6376668027426693,1.5048594573863872
0.0,0,0,1,0,0,215.5586979806987,1.1128944612018412,2.155586979806987,0.6931441782537204,0.7843224959488238
0.0,1,0,0,0,1,46.107633707386114,-1.114833989079112,0.4610763370738611,0.7818092273719447,-1.3772883883638667
0.0,1,0,1,0,0,145.79067301758107,0.1894331377009942,1.4579067301758108,0.6941430270152736,-0.5126440346387905
8727.31,1,1,0,0,1,472.34905068086846,1.307429302008644,4.723490506808685,-0.9797380605139216,-1.089073603788841
0.0,1,0,0,0,1,90.68729065476806,-0.6995505166560899,0.9068729065476806,0.262261488356085,-0.6567514269263032
0.0,1,0,1,0,0,192.57829043339137,0.5459155341788205,1.9257829043339136,0.3571004561125308,1.2166446728113618
9709.15,1,1,0,0,1,229.2386297365768,1.6505077926553693,2.292386297365768,1.0762973967264442,-1.233180996076354
0.0,1,0,0,0,1,164.45538471358927,-1.0219151507421351,1.6445538471358927,-1.4915361108625578,0.2078929267987729
0.0,1,0,0,0,1,12.017323452160063,-1.5504155034658638,0.1201732345216006,1.3600393311290593,-0.2244292500637651
0.0,0,0,1,0,0,287.9403643750693,-0.018526574378773,2.879403643750693,-1.095613127619287,-0.6567514269263032
0.0,0,0,1,0,0,29.591215226939973,-1.3889955780817267,0.2959121522693997,0.3698788316482642,-1.5213957806513794
0.0,1,0,1,0,0,61.43904054433956,-0.8409973644253746,0.6143904054433956,1.0435678782552027,1.0725372805238491
402.31,1,1,1,0,0,17.022798050233565,-1.6015257564876355,0.1702279805023356,-0.5356636783516343,0.2078929267987729
0.0,0,0,1,0,0,347.5160460548483,1.2130533654621862,3.475160460548483,-0.4751644421561752,-0.6567514269263032
0.0,1,0,0,0,1,236.2594881189242,1.2412029654036234,2.362594881189242,0.5410005681857484,1.5048594573863872
6163.35,1,1,1,0,0,238.85065221940613,0.4115200633561372,2.3885065221940613,-0.3487584092285714,0.3520003190862856
0.0,1,0,1,0,0,278.95728790096666,0.3421628874329025,2.7895728790096666,-0.7294833919188981,1.2166446728113618
0.0,1,0,1,0,0,259.5440559803705,-0.3449724811474894,2.595440559803705,-1.2441746593699643,0.2078929267987729
0.0,1,0,0,1,1,363.0720641237423,0.9612619029274316,3.630720641237423,-0.7358467473912073,-1.3772883883638667
0.0,1,0,1,0,0,266.60220355959626,-0.5330150234573721,2.6660220355959625,-1.4531062658383145,-1.665503172938892
0.0,1,0,1,0,0,53.69924318588025,-1.2045870456947705,0.5369924318588025,-0.1040232411176484,-1.089073603788841
336.9,1,1,1,0,0,22.718843355294656,-1.6243815823586556,0.2271884335529465,-1.2937984991357532,0.6402151036613111
0.0,1,0,1,1,0,184.21615622387003,0.8214084287397379,1.8421615622387,0.8585311451774589,-0.3685366423512778
1249.71,1,1,1,0,0,38.94694195559018,-1.3054238325753535,0.3894694195559018,0.1922817996910553,0.4961077113737983
0.0,1,0,1,0,0,156.81198947017407,0.2790079880608164,1.5681198947017407,0.6054435348363061,-1.233180996076354
0.0,1,0,0,0,1,145.46800193024026,0.1328439158723486,1.4546800193024023,0.6055210317229781,-1.233180996076354
0.0,0,0,0,0,1,224.8013396358973,0.5611224680101426,2.248013396358973,-0.0459005761134709,-1.5213957806513794
0.0,0,0,0,0,1,396.0126123574445,1.5800639079955672,3.9601261235744447,-0.5034077519656123,-0.5126440346387905
0.0,1,0,1,0,0,487.0206077150273,1.3001123627984448,4.870206077150273,-1.0313682085680027,0.9284298882363364
0.0,1,0,1,0,0,336.8133408071749,0.9453875691968026,3.3681334080717487,-0.6044120275950942,-0.0803218577762524
0.0,0,0,0,0,1,51.9675423757733,-0.9971270099794054,0.519675423757733,0.96193782429378,0.3520003190862856
0.0,1,0,1,0,0,967.509400356224,1.6744433387823356,9.67509400356224,-1.7004935496264653,-0.3685366423512778
7399.35,0,1,1,0,0,149.06593926842487,0.8434081657346839,1.4906593926842486,1.7035227543907838,0.4961077113737983
0.0,1,0,1,0,0,136.49343071850856,0.293285453969544,1.3649343071850857,1.1040240606247331,-0.5126440346387905
0.0,1,0,1,0,0,15.57052621466484,-1.5155674448491867,0.1557052621466484,1.0145668211094143,-1.233180996076354
9377.44,1,1,0,0,1,376.4377182770664,1.5346003473155736,3.764377182770664,-0.4256697638681734,1.5048594573863872
0.0,1,0,1,0,0,186.8223931494054,1.1791487517293464,1.8682239314940536,1.2825682767523798,-0.5126440346387905
9150.35,1,1,1,0,0,361.9743660746074,1.455249644104292,3.619743660746074,-0.3939821479844143,-0.800858819213816
0.0,1,0,1,0,0,34.69921534437663,-1.483430916713463,0.3469921534437663,-0.7336596130340131,-1.5213957806513794
0.0,1,0,1,0,0,173.19292525260187,0.8117957736455357,1.7319292525260186,1.0631143152269775,-0.2244292500637651
0.0,1,0,1,1,0,97.07908199719913,-1.0299693746578518,0.9707908199719912,-0.7630051007872333,0.0637855345112602
8535.8,1,1,1,0,0,436.0250097055638,1.2405111058221427,4.360250097055638,-0.8850196434700769,0.7843224959488238
0.0,0,0,1,0,0,301.8387251849534,1.5268571107874922,3.018387251849534,0.0981489146798452,-1.3772883883638667
0.0,1,0,0,0,1,226.1900050803497,-0.2641646797267266,2.2619000508034977,-0.9605274433843928,0.0637855345112602
0.0,1,0,0,0,1,644.0651256078137,0.9284300209699168,6.440651256078136,-1.548918250060756,1.5048594573863872
0.0,1,0,1,0,0,79.12503305023927,-0.7905265573804253,0.7912503305023927,0.3928954069899185,-1.089073603788841
97.94,1,1,0,0,1,4.284376941180588,-1.707879948818508,0.0428437694118058,-0.6022937793593863,0.0637855345112602
0.0,1,0,1,0,0,47.580068307378326,-1.061085584622908,0.4758006830737832,0.9564355453400508,-0.6567514269263032
0.0,1,0,0,0,1,422.5272564025824,1.711076954197681,4.225272564025824,-0.5567256099961111,0.0637855345112602
0.0,1,0,0,0,1,148.06313158185762,0.7373999031945516,1.4806313158185762,1.5560375682883314,0.2078929267987729
0.0,1,0,0,0,1,48.5376060429742,-0.923024655714504,0.4853760604297419,1.5877940702935769,-1.233180996076354
0.0,1,0,1,0,0,80.0031602860836,-0.6629238897213657,0.800031602860836,0.753410923789163,0.4961077113737983
6760.34,1,1,1,0,0,267.7786580052286,0.6201227156530373,2.677786580052285,-0.3968237004957298,-0.3685366423512778
0.0,1,0,1,0,0,16.739728126250203,-1.467231618633957,0.167397281262502,1.4757077398699652,-0.5126440346387905
0.0,1,0,1,0,0,164.6726388866308,0.0274716050687286,1.646726388866308,0.077414192112429,-1.3772883883638667
0.0,1,0,0,0,1,113.57262003225196,-0.0243689441779392,1.1357262003225197,1.1564033452499791,-1.665503172938892
0.0,0,0,1,1,0,56.16387398180515,-1.0246161985021565,0.5616387398180516,0.5773810510957705,1.5048594573863872
0.0,1,0,1,0,0,279.2959716394556,0.3721364808164236,2.7929597163945554,-0.7052699202164172,0.0637855345112602
0.0,0,0,1,0,0,584.9758960022848,0.6196090623273929,5.849758960022848,-1.5758010589708364,0.0637855345112602
0.0,1,0,1,0,0,219.77954915649923,1.7185057090978169,2.1977954915649924,1.3095027502535757,0.0637855345112602
0.0,1,0,0,0,1,194.0632690127441,0.0462671236989406,1.9406326901274409,-0.2997717660865321,-1.089073603788841
0.0,1,0,1,0,0,220.443016700026,0.2744619814168479,2.20443016700026,-0.3164335967210629,0.0637855345112602
3402.08,1,1,1,0,0,71.87285437533141,-0.5533340308629647,0.7187285437533141,1.505182389100973,0.6402151036613111
0.0,1,0,0,0,1,272.9190113452828,0.6728403192176419,2.729190113452828,-0.3901675790071032,-1.665503172938892
0.0,1,0,0,0,1,190.3952056337558,1.4472548222738535,1.903952056337558,1.5572689077099016,0.3520003190862856
0.0,0,0,1,0,0,23.601909839035248,-1.3596823961168911,0.2360190983903524,1.422148780414264,0.0637855345112602
0.0,0,0,1,0,0,272.0788049677425,1.3834569826846344,2.720788049677425,0.2601862939463063,1.2166446728113618
0.0,1,0,1,0,0,731.6687690138755,1.01434989596495,7.316687690138755,-1.6423192200311727,-1.665503172938892
2788.0,0,1,0,0,1,96.92974679363488,-0.7679083398505197,0.969297467936349,-0.093974478145815,1.6489668496738998
1126.57,1,1,1,0,0,88.0208455414137,-1.348451907758925,0.8802084554141371,-1.4686142539379474,-0.9449662115013286
0.0,0,0,0,0,1,74.17871282359472,-0.6120966701647449,0.7417871282359472,1.1832689326296877,-1.5213957806513794
0.0,1,0,0,0,1,51.37386451508156,-1.089769803331852,0.5137386451508156,0.5583770923307009,1.5048594573863872
0.0,1,0,1,0,0,182.7070838061274,0.2271115309691808,1.827070838061274,0.0852930422574398,0.9284298882363364
0.0,1,0,1,0,0,368.22623426956255,1.0665328807620469,3.682262342695626,-0.6910793791902121,-0.5126440346387905
1322.02,1,1,1,0,0,32.22026433865374,-1.2801569808900843,0.3222026433865374,0.9623597517878842,-1.665503172938892
0.0,1,0,1,0,0,33.46675324767491,-1.4125432635342268,0.3346675324767491,-0.1440374669360797,0.3520003190862856
0.0,1,0,0,0,1,116.35442519457362,-1.0671795397244308,1.1635442519457362,-1.141276015399606,0.7843224959488238
2887.2,1,1,1,0,0,198.7033901804517,-0.7332454759702999,1.987033901804517,-1.3195360762761217,-1.665503172938892
0.0,1,0,0,0,1,389.3360777495787,0.3002215209858986,3.893360777495787,-1.2780235773153603,-1.3772883883638667
0.0,1,0,1,0,0,83.51693114586614,-0.4167267059237309,0.8351693114586614,1.3399934697765077,-1.665503172938892
0.0,1,0,1,0,0,343.6227388024058,0.8471959222312723,3.436227388024058,-0.7137945777503634,-1.089073603788841
0.0,1,0,0,0,1,452.4085832091213,1.524449579213553,4.524085832091213,-0.7914034043700151,-0.9449662115013286
1268.82,0,1,1,0,0,28.98814949863264,-1.2987463393419767,0.2898814949863263,1.1982602748181723,0.6402151036613111
3084.25,1,1,0,0,1,68.29016094712811,-0.6643914706517782,0.6829016094712812,1.3182598984475384,-0.800858819213816
0.0,1,0,0,0,1,223.0168917661942,1.6090276659293523,2.230168917661942,1.132207095077869,0.6402151036613111
0.0,0,0,1,0,0,148.30337248152023,0.3533269852249696,1.4830337248152023,0.9111601419930936,0.4961077113737983
0.0,1,0,1,0,0,497.1186568857295,0.3251109947176333,4.971186568857295,-1.5459561468368397,1.3607520650988745
0.0,0,0,1,0,0,120.45669405861396,-1.1633165733873834,1.2045669405861394,-1.386631158603907,0.7843224959488238
0.0,1,0,1,0,0,283.04954537223506,0.0602999927859328,2.830495453722351,-1.0014974641384486,1.3607520650988745
0.0,1,0,1,0,0,259.98782930948425,0.9151973329140304,2.5998782930948425,-0.0519969978650201,-1.665503172938892
0.0,1,0,0,0,1,71.445696095009,-1.1131532594897586,0.71445696095009,-0.4013529629834625,-0.5126440346387905
0.0,1,0,1,0,0,94.5926706805486,-0.5255687973556837,0.945926706805486,0.5985463119224769,-0.3685366423512778
0.0,1,0,0,0,1,14.325758689382152,-1.6433483187640825,0.1432575868938215,-0.8719571126832122,0.2078929267987729
0.0,1,0,0,1,1,533.5576123892504,1.55529323843439,5.335576123892504,-1.0477717162469595,-0.5126440346387905
0.0,0,0,0,0,1,93.72303220238904,-0.8768587527320981,0.9372303220238906,-0.2956988741536468,0.0637855345112602
0.0,1,0,1,0,0,212.66356838403945,1.3454606135481917,2.1266356838403944,1.007066844632579,-1.665503172938892
8971.72,1,1,1,0,0,896.7594906343081,1.392832029437722,8.96759490634308,-1.7092248655248703,-0.0803218577762524
368.43,1,1,0,0,1,16.605894522394046,-1.61336424265963,0.1660589452239404,-0.6602528398250334,-0.2244292500637651
8896.08,1,1,1,0,0,247.9812677705302,1.3664015957290545,2.479812677705302,0.5183284234515263,-0.800858819213816
0.0,1,0,1,0,0,499.5627637398952,1.6913030482805271,4.995627637398952,-0.8770460749080223,-0.6567514269263032
0.0,1,0,1,0,0,743.591912047359,1.2995323189069,7.435919120473589,-1.5626954743580426,-1.089073603788841
5379.61,1,1,1,0,0,121.0369887053953,0.1376624732605364,1.210369887053953,1.256443215178651,0.3520003190862856
1677.81,1,1,0,0,1,59.739579995300055,-1.1558354048825898,0.5973957999530005,-0.1523296338100091,-0.2244292500637651
0.0,1,0,1,0,0,270.2126749843936,-0.637978508144663,2.702126749843936,-1.5637632092410825,-0.5126440346387905
0.0,1,0,1,0,0,382.0339161329531,0.5423164666589992,3.820339161329531,-1.097154454587546,-0.3685366423512778
0.0,1,0,1,0,0,119.34250583165304,-0.6873556179724238,1.1934250583165302,-0.3927766408584016,0.6402151036613111
5802.3,1,1,0,0,1,124.77635178144408,0.2853605169453165,1.2477635178144408,1.4334461043380389,-1.3772883883638667
0.0,1,0,1,0,0,203.5482313636404,0.659300138014431,2.035482313636404,0.3365810026747598,-0.2244292500637651
0.0,1,0,0,0,1,503.58436087378414,1.2319082861776771,5.035843608737841,-1.1153748337207074,0.0637855345112602
0.0,1,0,1,0,0,260.9935665580872,0.3884790427486602,2.609935665580872,-0.5590246843007208,1.2166446728113618
0.0,1,0,1,0,0,62.62895526784733,-0.6871878944375196,0.6262895526784733,1.5800960462174682,1.0725372805238491
6526.64,1,1,1,0,0,159.21002880916427,0.5384623195965111,1.5921002880916428,0.9591909901995088,1.6489668496738998
0.0,1,0,0,0,1,123.88926631784284,-0.6524830996735737,1.2388926631784285,-0.4033420497413832,-0.800858819213816
0.0,1,0,1,0,0,181.14369816317583,-0.3271972806879452,1.8114369816317584,-0.6458642511995548,-1.233180996076354
4858.68,1,1,1,0,0,412.7003542032974,-0.0443629872346545,4.127003542032974,-1.5569607047442973,-1.5213957806513794
0.0,1,0,1,1,0,202.29074367212112,0.5218681723619177,2.022907436721211,0.187235891292174,-1.089073603788841
0.0,0,0,1,0,0,81.54027986517445,-1.1563071273245082,0.8154027986517445,-0.8003327678676941,1.0725372805238491
0.0,1,0,1,0,0,116.91388242222368,0.0337891915501235,1.1691388242222367,1.1724710330866894,0.6402151036613111
0.0,1,0,1,0,0,111.27298090462844,-0.2648600335485175,1.1127298090462845,0.7008335915646433,-1.665503172938892
0.0,1,0,0,0,1,70.48367652430206,-0.5755818589199567,0.7048367652430205,1.507731175595971,1.0725372805238491
0.0,1,0,0,0,1,293.95309428142104,-0.190408255252565,2.9395309428142107,-1.2698777934495895,-1.665503172938892
0.0,1,0,1,0,0,263.5638718289492,1.4039367251445103,2.635638718289492,0.3707915727579594,1.2166446728113618
0.0,1,0,1,1,0,171.5267615184597,0.662015162735694,1.715267615184597,0.8832268197303452,-1.665503172938892
0.0,1,0,0,0,1,164.9981834508949,-0.9010354014404892,1.6499818345089492,-1.314550443233541,-1.233180996076354
0.0,1,0,1,0,0,678.6636711599268,1.1078627551547129,6.786636711599268,-1.5358557192738915,-0.3685366423512778
0.0,1,0,1,0,0,127.65147487292911,-0.2739590353170753,1.2765147487292912,0.2635100493080264,-0.5126440346387905
0.0,0,0,1,0,0,33.21504393237359,-1.4425203511580582,0.3321504393237359,-0.3480523264833357,-0.6567514269263032
0.0,1,0,0,0,1,289.2584418679349,0.208885573509581,2.892584418679349,-0.9085959185488084,-0.5126440346387905
0.0,0,0,1,0,0,258.88385554297224,1.421002594821022,2.588838555429722,0.4402115616859116,-0.3685366423512778
0.0,1,0,0,0,1,185.67077936156588,0.8313285769812644,1.8567077936156589,0.8448314177668448,1.0725372805238491
8631.48,1,1,0,1,1,187.6743245535073,1.2739439971130646,1.8767432455350728,1.3895484234208102,0.3520003190862856
576.86,1,1,1,0,0,30.25484221181432,-1.5405337918677526,0.3025484221181431,-0.9289087136221202,-0.6567514269263032
0.0,1,0,0,0,1,63.36897270853241,-0.6368149261212646,0.6336897270853241,1.7275123461984336,-1.5213957806513794
0.0,0,0,0,0,1,54.18625264121855,-1.2913734922868088,0.5418625264121855,-0.5208789945276087,-1.3772883883638667
191.3,1,1,1,0,0,15.291522117951754,-1.6752577212796236,0.1529152211795175,-1.4934735330293638,1.3607520650988745
0.0,0,0,1,1,0,254.8859101902123,1.3402611839661591,2.548859101902123,0.4093764115555473,-0.3685366423512778
3331.89,1,1,0,0,1,237.5831604167112,-0.5778601036024067,2.375831604167112,-1.363115158881476,-0.800858819213816
4622.13,1,1,1,0,0,189.16641428816985,-0.127019241779675,1.8916641428816985,-0.466725892274087,-1.5213957806513794
0.0,0,0,1,0,0,57.9887709044326,-0.7297896723032092,0.579887709044326,1.7311977536979577,-1.3772883883638667
0.0,1,0,1,0,0,59.20609983796277,-1.4905836266290686,0.5920609983796277,-1.523826480309323,-0.3685366423512778
0.0,1,0,0,0,1,243.25736397108963,0.2524727271428337,2.4325736397108964,-0.5501297638637853,-0.9449662115013286
0.0,1,0,1,0,0,45.92929441103124,-1.2826029491074389,0.4592929441103124,-0.105314855895519,0.6402151036613111
0.0,1,0,0,0,1,124.1169330595669,0.1694705428070732,1.241169330595669,1.2246264378171043,-0.0803218577762524
