Amount,Account Balance,User Device Recognition,Known Threat Flag,Login Location Match,Spending Pattern Deviation,Transaction_Hour,Transaction_Day,Transaction_Month,High_Value_Transaction,Low_Balance,Type_Deposit,Type_Transfer,Type_Withdrawal,Location_California,Location_Florida,Location_New York,Location_Texas,Transaction_Weekday_Friday,Transaction_Weekday_Monday,Transaction_Weekday_Saturday,Transaction_Weekday_Sunday,Transaction_Weekday_Thursday,Transaction_Weekday_Wednesday
-0.5209733432976714,-0.889358309221719,1,0,1,0,1.359764743658434,1.4727070346515927,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
-1.04456939555086,1.0288846093634088,1,0,0,1,1.359764743658434,-1.4786096680570098,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
-0.8577694021468485,-0.5223254600515,1,0,1,0,-1.3792550317444587,0.8824436941098722,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
-0.3344315006679685,-0.8549937139502721,1,0,0,0,1.6480826147534753,0.2921803535681517,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
-1.4604188962460471,1.185271544180896,1,0,1,0,0.4948111303733098,-0.2980829869735688,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
-1.2029762923049143,0.2805125462663005,1,0,1,0,1.359764743658434,-0.8883463275152893,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.587271419332664,1.555814152516857,1,0,1,0,0.6389700659208305,-1.4786096680570098,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0.8202210964302843,-0.7480624764682291,1,0,1,0,1.0714468725633923,0.2921803535681517,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
-1.640067415496918,1.0635510266761354,1,0,0,1,-0.8026192895543761,-1.4786096680570098,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0.21212252787879,1.710967928708544,1,0,0,1,-1.3792550317444587,1.4727070346515927,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
-0.8641359584051324,-0.7211744443336316,1,0,1,0,-1.5234139672919795,-0.8883463275152893,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
-0.6677285699680724,0.7547180905515863,1,0,1,0,0.4948111303733098,-0.2980829869735688,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0.057758830414243,-1.189955815362772,0,0,0,0,-0.9467782251018968,-0.8883463275152893,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0.6612909210796586,-0.1801196296482812,1,0,1,0,-1.0909371606494176,-0.2980829869735688,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
0.734277819729419,-0.8622546899147787,1,0,1,1,1.0714468725633923,-1.4786096680570098,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
-1.074043934633731,0.7941360491427492,1,0,1,0,-1.5234139672919795,0.2921803535681517,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-1.716187008678152,1.5498035821519387,1,0,0,1,-0.0818246118167728,0.8824436941098722,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0.2053338602192721,1.4405440032085932,0,0,1,1,-0.6584603540068555,-0.2980829869735688,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
-1.4780429193785676,0.9284209870516504,1,0,1,0,-0.6584603540068555,1.4727070346515927,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
-1.3874564172641268,0.5670623922574948,1,0,0,0,-0.3701424829118142,-1.4786096680570098,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
-0.515747534379913,-0.1753853353436325,1,0,1,0,-0.3701424829118142,-0.2980829869735688,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
-1.3771617830075813,1.115550652645226,1,0,1,0,-1.3792550317444587,0.2921803535681517,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0.0538167983200727,1.6631938113173723,1,0,0,0,0.7831290014683512,1.4727070346515927,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1.224003792688538,-1.1168286465040846,1,0,0,0,0.0623343237307478,-0.2980829869735688,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1.5328323548129694,0.2889549399352457,1,0,0,1,-0.9467782251018968,-0.8883463275152893,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
-1.0020582423654103,-1.0401141070976123,0,0,0,0,0.7831290014683512,0.8824436941098722,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
0.8364845952117194,-0.5120980045955561,0,0,1,0,0.4948111303733098,-1.4786096680570098,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
-0.2951018813496718,-0.0696096451053471,1,0,0,0,-1.5234139672919795,-1.4786096680570098,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
-1.328587575149859,-1.3533708919986362,1,0,1,0,-0.3701424829118142,0.2921803535681517,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1.5760900521295278,0.9075176548212897,1,0,1,0,-0.2259835473642935,-1.4786096680570098,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1.1278182095907845,-1.6577713558598166,1,0,0,0,1.5039236792059545,-0.8883463275152893,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
-1.2803622196898508,-0.5057166242942084,1,0,1,0,1.0714468725633923,1.4727070346515927,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0.7759377730644462,-1.6491996098874655,0,0,1,0,-1.3792550317444587,-0.2980829869735688,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
-0.2240894872709737,0.7640055859361153,0,0,0,0,0.2064932592782685,0.8824436941098722,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0.0569878666152947,1.344288642500967,1,0,1,0,-0.6584603540068555,-1.4786096680570098,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1.2459326544088516,-1.0597756572152783,1,0,1,0,-1.2350960961969382,1.4727070346515927,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
-0.2103098175612636,0.0986690781385711,1,0,1,1,0.927287937015872,-0.8883463275152893,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0.1144996729024541,0.2817888223265697,1,0,0,0,-0.2259835473642935,-0.2980829869735688,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
-1.5284520908482666,0.6062906341369957,0,0,1,1,0.0623343237307478,0.2921803535681517,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1.486700113739246,1.2367710079101513,1,0,0,0,0.4948111303733098,0.8824436941098722,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1.1921117064895077,-1.520606173328415,1,0,0,0,1.2156058081109131,1.4727070346515927,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1.2051797173078806,-0.475672395956512,0,0,1,0,-0.6584603540068555,0.2921803535681517,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
-0.5412695757966826,-0.1343202907557706,1,0,1,0,-0.8026192895543761,-1.4786096680570098,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1.3150472914439844,0.7070991959245024,1,0,1,0,-1.6675729028395,-0.2980829869735688,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1.1960118762959524,0.5710378197154963,1,0,1,0,0.927287937015872,0.2921803535681517,0.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1.0850349515351174,0.979480652949326,1,0,0,0,0.3506521948257892,0.8824436941098722,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
-0.769726034011744,-1.2553390929909052,1,0,0,0,1.0714468725633923,-1.4786096680570098,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
-0.4721619158095035,-1.3578119877488983,1,0,1,1,1.2156058081109131,1.4727070346515927,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
-1.10511970622211,0.984128712385037,1,0,1,0,0.4948111303733098,1.4727070346515927,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0.782053155596376,1.6225254471266215,1,0,0,0,-0.2259835473642935,-0.2980829869735688,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
-0.6815501019655081,0.7755265644261162,0,0,1,0,-0.9467782251018968,0.8824436941098722,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-0.4704455620127499,-1.2091603206750712,1,0,1,0,-0.2259835473642935,0.8824436941098722,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
0.9492022934371476,1.0771933829419893,1,0,1,0,0.7831290014683512,-0.2980829869735688,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
-0.8520342687284275,-0.3959223891634528,1,0,1,0,0.0623343237307478,-0.8883463275152893,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0.9789384718183042,0.4972638893397805,1,0,1,0,-0.3701424829118142,-1.4786096680570098,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0.1328109352584713,-0.8931526434549528,1,0,1,0,0.3506521948257892,-0.8883463275152893,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.4021389403897265,0.2937495986481502,0,0,1,0,-1.0909371606494176,0.8824436941098722,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
-1.007022411984883,-0.7226835545400314,1,0,0,0,0.3506521948257892,0.8824436941098722,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
-0.2153786429000506,-0.6688298788887926,1,0,0,1,-0.5143014184593349,0.2921803535681517,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.2660041028563322,1.716711170979757,1,0,1,0,-0.8026192895543761,0.2921803535681517,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1.3899354356612872,-1.5939661763332331,0,0,0,0,-1.6675729028395,-1.4786096680570098,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1.1046823185743802,0.9757121891767736,1,1,1,0,1.2156058081109131,0.2921803535681517,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
-1.2963257054092516,0.2579017636309845,0,0,1,0,-0.3701424829118142,-0.2980829869735688,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
-1.3586656288807757,1.641376389476279,1,0,1,0,0.3506521948257892,1.4727070346515927,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
-0.7357617645702916,1.5636442786163482,1,0,1,0,-1.0909371606494176,-0.2980829869735688,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1.0359165339369614,-0.213285560241502,1,0,1,0,1.359764743658434,1.4727070346515927,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0.2041128768272725,1.5308664049333445,1,0,1,0,-1.6675729028395,1.4727070346515927,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1.0625793226942557,1.1669035170972877,1,0,1,1,0.3506521948257892,1.4727070346515927,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0.6848279923534341,-0.1195482577068398,0,0,1,0,0.7831290014683512,1.4727070346515927,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0.4353636427480248,0.575685879151208,1,0,1,0,-1.6675729028395,0.8824436941098722,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
-0.4418745506399585,1.2767063757149373,1,0,1,0,-1.2350960961969382,0.2921803535681517,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
-1.065238900115425,0.9580426645315548,1,0,1,0,-0.6584603540068555,0.2921803535681517,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0.2344037305207946,1.4704502557559906,0,0,1,0,-1.5234139672919795,1.4727070346515927,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
-0.299703244475522,1.725550245045813,1,0,1,0,1.5039236792059545,-1.4786096680570098,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1.4920724406640449,-0.1614325335496048,1,1,1,0,-0.0818246118167728,-1.4786096680570098,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
-0.7951294656132906,0.520090259147439,0,0,1,0,0.3506521948257892,-0.8883463275152893,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
-1.4896701697943813,-0.7876701517710535,0,0,1,0,-0.9467782251018968,-1.4786096680570098,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
-0.3297045506789414,0.9307062110784842,0,0,1,0,1.2156058081109131,1.4727070346515927,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
-1.1869325705340394,0.7094102904120174,0,0,1,0,0.7831290014683512,-0.2980829869735688,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1.1558171030313242,-0.2172092467781413,1,0,0,0,0.927287937015872,-1.4786096680570098,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0.4190582816788641,1.571043230371154,0,0,1,0,-0.2259835473642935,-0.8883463275152893,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1.634432127123247,-1.1924652500488424,1,0,1,0,-0.2259835473642935,0.8824436941098722,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1.2421196977018354,0.4421339376282721,1,0,0,0,0.7831290014683512,0.8824436941098722,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1.1381826143268727,0.7811404543939237,1,0,1,0,1.5039236792059545,-0.8883463275152893,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
-0.144652307787478,-0.6686401621771311,1,0,1,0,1.359764743658434,0.8824436941098722,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0.2934783955497138,-0.5662276318273936,1,0,1,0,-1.5234139672919795,-0.2980829869735688,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
-1.440133129318968,1.367158129743094,1,0,1,0,-0.8026192895543761,-0.2980829869735688,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1.1348789821205196,-1.131479950736503,0,0,0,1,-1.5234139672919795,0.8824436941098722,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1.718048558331358,1.2561738534210058,1,0,0,0,0.0623343237307478,0.2921803535681517,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.236134038413457,-0.2273332203913607,1,0,1,0,-0.5143014184593349,0.8824436941098722,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0.8560377721035991,-0.8452922911948448,1,0,1,1,-1.0909371606494176,1.4727070346515927,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1.568230407609027,-1.0285586346600366,0,0,0,1,1.0714468725633923,-1.4786096680570098,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
-0.0670012525802788,0.9662780945150508,1,0,1,1,0.0623343237307478,-1.4786096680570098,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
-0.0766714410449159,-0.5097092987259976,1,0,1,0,0.0623343237307478,0.2921803535681517,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0.5042445486766894,-0.5725227772598043,0,0,1,0,0.3506521948257892,0.2921803535681517,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
-1.5204982561803833,-0.0321923354735259,1,0,1,0,-1.2350960961969382,-0.2980829869735688,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
-0.9355146475014304,0.8942029910573964,0,0,0,0,-0.0818246118167728,0.8824436941098722,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1.5711642562738033,-0.8551144427667843,1,0,1,0,1.2156058081109131,0.2921803535681517,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1.6718116615383212,-0.3781925001099785,1,0,1,0,0.3506521948257892,0.8824436941098722,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1.2245026516172697,-0.1877427920623234,1,1,1,1,0.6389700659208305,0.2921803535681517,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
