ROS Sampling Ratio,Class Weight,C,CV Precision,CV Recall,CV F1,CV ROC-AUC,CV PR-AUC
0.4,balanced,0.5,0.09934214521518574,0.45774844720496893,0.1631653106318245,0.49132731778877725,0.09931020599101274
0.7,balanced,0.005,0.09911532431410051,0.4627018633540373,0.16316333447515619,0.48989911039208456,0.10096436388642378
0.7,balanced,5.0,0.09889666539190836,0.46769409937888196,0.16312498188448848,0.49435093508286243,0.10059547522277232
0.4,balanced,1.0,0.09923477837584557,0.45899068322981373,0.16309985694988108,0.49163813094812464,0.09935492371394303
0.2,balanced,0.005,0.09914917108463975,0.4602329192546583,0.16303268142197766,0.49569711126514965,0.10215908785391528
0.7,balanced,0.01,0.09896109784212326,0.46148291925465845,0.16284461969499017,0.49164878647722465,0.10070172939453734
0.7,balanced,0.0001,0.09782567369640564,0.47266304347826094,0.162058705208836,0.4894414645746078,0.10555353113799068
0.4,balanced,0.1,0.09868482771382307,0.45402950310559004,0.16204419837702613,0.49151164679827,0.09947678987608236
0.2,balanced,0.0005,0.09786940286833204,0.47271739130434776,0.162030153960278,0.49156232954294765,0.10574601285920338
0.4,balanced,0.0001,0.09832193310192563,0.46274068322981365,0.16198736365521213,0.48756794205140636,0.10474452051216536
0.2,balanced,0.001,0.09766227314731188,0.47022515527950304,0.16162526095451946,0.4915243336003755,0.10468266877716734
0.7,balanced,0.001,0.09746253897691899,0.4689285714285714,0.161341996692979,0.4862254242400045,0.10226076868608376
0.4,balanced,0.05,0.09800118492106262,0.4490450310559006,0.1607952167794629,0.49100035660946223,0.09939034780101826
0.3,balanced,0.0001,0.09681999415751914,0.47267080745341616,0.16049200872061203,0.49177978768276603,0.10495922206437784
0.4,balanced,0.005,0.09759366582811532,0.4503183229813664,0.1602995042280738,0.4872433295630005,0.09997814832691701
0.5,balanced,0.001,0.09713953757601677,0.4577406832298137,0.1602171759891129,0.48798025250139554,0.10312644227114369
0.4,balanced,0.0005,0.0971287200484053,0.46027950310559007,0.16021679579527323,0.4844740443112201,0.10259963554053249
0.5,balanced,0.0001,0.09709866019406752,0.4577096273291925,0.16016417388005366,0.49110382848398115,0.10553495474807248
0.4,balanced,0.001,0.0969674682318328,0.45774844720496893,0.15988857501416226,0.4838339327468658,0.10201286442578543
0.5,balanced,0.0005,0.09686318159463524,0.4577406832298136,0.15982246482195714,0.4882332099391231,0.10409408763078558
0.3,balanced,0.0005,0.09608451296385523,0.4664673913043478,0.1591690825460656,0.4880993555169245,0.10369900624020896
0.3,balanced,0.001,0.09578671699144373,0.46272515527950314,0.15857253917435044,0.4872194819604328,0.10174277245154542
1.0,,0.001,0.09587246859147555,0.45774844720496893,0.15847272683448593,0.4909077375594452,0.10157664531556794
1.0,balanced,0.001,0.09587246859147555,0.45774844720496893,0.15847272683448593,0.4909077375594452,0.10157664531556794
0.7,balanced,0.0005,0.09529404051472395,0.4602251552795032,0.1578452209065451,0.4861836583579963,0.10306375768755671
0.4,balanced,0.01,0.09601762332946144,0.4403726708074534,0.1575513757020222,0.488894502570097,0.09956706498075206
0.7,,10.0,0.09822053566518177,0.022368012422360247,0.03404507275484374,0.48821563445842936,0.09990974965558252
0.7,,0.05,0.07576607625653224,0.022368012422360247,0.033994549933211896,0.48823318658155374,0.0997075737025684
0.7,,1.0,0.0792190826116117,0.02236801242236025,0.03393789688340088,0.4896345636282973,0.10056229130312773
0.7,,0.5,0.06982567665978881,0.022368012422360247,0.031175083882911025,0.49252104131461716,0.09940525037257654
0.7,,5.0,0.053764802872354356,0.014914596273291924,0.021564284196463945,0.4898252483208627,0.09876560837639974
0.7,,0.1,0.04913793103448276,0.013664596273291923,0.02107554356826839,0.4884454247804434,0.0990006193287124
0.7,,0.005,0.06393345216874628,0.0074611801242236014,0.012897250668148503,0.487413423227978,0.09974457277477736
0.7,,0.01,0.04041762013729977,0.0074611801242236014,0.012224418093983312,0.48731444228268905,0.09885344015857549
0.7,,0.0005,0.2,0.0012422360248447203,0.0024691358024691358,0.49064679247741483,0.10341389228248658
0.7,,0.001,0.1,0.0012422360248447203,0.00245398773006135,0.48687802470782726,0.1016754665429614
0.2,,0.0001,0.0,0.0,0.0,0.499435969277385,0.10292313651638532
0.2,,0.005,0.0,0.0,0.0,0.49226553451845606,0.10100847884195088
0.2,,0.001,0.0,0.0,0.0,0.4969789423230945,0.10265769495619528
0.2,,0.0005,0.0,0.0,0.0,0.4976031077414763,0.102503736622595
0.3,,0.0001,0.0,0.0,0.0,0.4986896352805079,0.10347181033401301
0.3,,0.05,0.0,0.0,0.0,0.4943412427069231,0.09928902213882632
0.3,,0.01,0.0,0.0,0.0,0.48951908213759354,0.10075807556357126
0.3,,0.005,0.0,0.0,0.0,0.4896313303396977,0.10000914664841978
0.3,,0.1,0.0,0.0,0.0,0.49250852972800374,0.10089460936594792
0.3,,5.0,0.0,0.0,0.0,0.4886980898963532,0.09941370697515305
0.3,,10.0,0.0,0.0,0.0,0.4936609911519699,0.10107571762865179
0.3,,0.5,0.0,0.0,0.0,0.49216495568910956,0.09913923885956587
0.3,,0.0005,0.0,0.0,0.0,0.49579543419316163,0.10315976052141926
0.5,,0.0005,0.0,0.0,0.0,0.49628484163657827,0.10488679892924609
0.5,,0.0001,0.0,0.0,0.0,0.4974804196575146,0.10479609670201558
0.4,,1.0,0.0,0.0,0.0,0.49085350187142324,0.09935530077679774
0.4,,5.0,0.0,0.0,0.0,0.4876908360559102,0.09837296647021054
0.4,,10.0,0.0,0.0,0.0,0.4907782528424146,0.09965054408020098
0.4,,0.05,0.0,0.0,0.0,0.48707177077443353,0.09943342814793907
0.4,,0.1,0.0,0.0,0.0,0.4889844742528096,0.10000803426654928
0.4,,0.5,0.0,0.0,0.0,0.48722958578778897,0.09907945986972506
0.4,,0.0001,0.0,0.0,0.0,0.4971040949978203,0.10359763233136787
0.4,,0.0005,0.0,0.0,0.0,0.4932522808213208,0.1020494393302532
0.4,,0.001,0.0,0.0,0.0,0.49067081245539806,0.1011846628403206
0.4,,0.005,0.0,0.0,0.0,0.48784654049517623,0.09896075176181614
0.4,,0.01,0.0,0.0,0.0,0.48715297511064753,0.09858291962885123
0.3,,1.0,0.0,0.0,0.0,0.4929125417888424,0.09977067472186053
0.2,,1.0,0.0,0.0,0.0,0.4999310164198093,0.10587294379415546
0.2,,10.0,0.0,0.0,0.0,0.49148912385539667,0.10119092252355669
0.2,,0.5,0.0,0.0,0.0,0.4946554788180341,0.10079950665268171
0.2,,0.01,0.0,0.0,0.0,0.4970782272689859,0.1020012258610136
0.2,,0.1,0.0,0.0,0.0,0.4976438695777167,0.10382196895570044
0.2,,0.05,0.0,0.0,0.0,0.4946308912705967,0.1014163995920214
0.2,,5.0,0.0,0.0,0.0,0.49635552125207605,0.10180396387029567
0.3,,0.001,0.0,0.0,0.0,0.4932155383304534,0.10235444899086703
0.7,,0.0001,0.0,0.0,0.0,0.49347651852002716,0.10565311578887619
0.5,,1.0,0.0,0.0,0.0,0.4956563727864788,0.103077466867818
0.5,,5.0,0.0,0.0,0.0,0.4999245669167912,0.10560822463611126
0.5,,10.0,0.0,0.0,0.0,0.4949697189756924,0.10379196806118884
0.5,,0.5,0.0,0.0,0.0,0.4978815448853801,0.10421974971805181
0.5,,0.1,0.0,0.0,0.0,0.49509463953222993,0.10416304510748867
0.5,,0.05,0.0,0.0,0.0,0.4975342349130335,0.10445026685653305
0.5,,0.01,0.0,0.0,0.0,0.49629672733100294,0.10376142126334228
0.5,,0.005,0.0,0.0,0.0,0.4973795382476041,0.10358664615572862
0.5,,0.001,0.0,0.0,0.0,0.49489956326815465,0.10386619392613536
